train,train,train,train,valid,valid,valid,valid
MSE,MAE,IC,ICIR,MSE,MAE,IC,ICIR
0.1388830441408121,0.2989042856501437,0.1666941268792452,1.5672825675896933,0.16012286933545647,0.32456834975369453,0.039247298243600834,0.41783227271580864
0.13837795682405785,0.29809086596024903,0.16972468086807663,1.6172781188978713,0.15974000404575892,0.3238436999692118,0.04154452943711784,0.43589525484317043
0.13806742694769966,0.29764034961685826,0.17158787732257907,1.6269040358085778,0.15973103947381082,0.3236363723830049,0.04159831655159032,0.43482243892835065
0.13744729081544838,0.29698898467432955,0.17530869343311312,1.720254283978062,0.1592670068383428,0.3232855603448276,0.04438255004920809,0.48757327406455875
0.13697191356112307,0.29623680405890807,0.1781610292583366,1.714350650004979,0.16029094352534254,0.32417778248152707,0.03823884525411455,0.3999800161987301
0.13642316160285334,0.2956149769516283,0.1814535606197692,1.787428736651171,0.1599312417040294,0.32377892549261084,0.04039708882900689,0.4388319795991551
0.13595014793004295,0.2950312410201149,0.18429166862277302,1.8726862386825152,0.15903724921105294,0.32290834744458125,0.04576112741682724,0.5208432462417809
0.13538181869050822,0.2944415806094348,0.1877016747814063,1.97415118999333,0.1587042525664832,0.32262763238916253,0.047759147432676195,0.5581808597133568
0.13500482747723225,0.2939019037356322,0.18996367130906297,2.010449942070294,0.15847654753887006,0.32214532404556656,0.049125406320851904,0.565108767327131
0.1346070415937051,0.29324277867576626,0.19235040704019238,2.0528745291567105,0.15812979460677726,0.3215067926416257,0.05120596175602499,0.5734376650085641
0.13418067260695418,0.2927067319204981,0.1949086237447522,2.086976888009278,0.1575547542814809,0.32066070274014774,0.05465626638000396,0.6254773789303131
0.133802014143319,0.2922608312380268,0.19718060180311725,2.0977105746817153,0.1578977600037523,0.3209442156711823,0.05259820167002295,0.5976268528799565
0.13327837836231216,0.29161651550526824,0.20032243927528742,2.1488439398164934,0.15761335530759316,0.3206708012623153,0.05430465386914485,0.6346058656371043
0.1327737858713669,0.29112815642959766,0.2033500120640303,2.185936958380341,0.15747731335389084,0.3205428109605912,0.055120914055683194,0.6699942057622781
0.13211991093918374,0.2903286024305556,0.20727329623043547,2.2686148554711734,0.15729641012498072,0.32042210206280786,0.05620634714203779,0.7064886042804347
0.13147962351691586,0.28958347925646555,0.2111150818107,2.338675897253091,0.15746701534598215,0.32062529248768473,0.055182695386108295,0.7066105773276418
0.13074818790970727,0.288692416487069,0.21550372962495337,2.46887655074188,0.15678353927897934,0.31990741610221674,0.0592836187798041,0.7709550571706509
0.13000439175683967,0.2876625359195402,0.21996655664093764,2.527854513905252,0.15671374479246844,0.31975353679187196,0.0597023794266974,0.7842220784225137
0.1295016119076082,0.2869273355184387,0.2229832631752599,2.5673569334864004,0.15714934641750694,0.32014166410098527,0.05708873434060419,0.7164640893154135
0.12890038942347268,0.2862210630687261,0.22659063384606778,2.637275417652666,0.1568616074050377,0.31995790101600985,0.05881518496673763,0.7558419005664722
0.12841294864908853,0.2854655554058908,0.22951531869843214,2.671599069351874,0.1573493027608336,0.32042556188423643,0.05588899103663697,0.7149511845970593
0.12778457527108028,0.28471307022270115,0.23328559192745404,2.722670050564434,0.15781581186499383,0.32088841979679805,0.053089891038446024,0.6842569868287012
0.1270693494059245,0.2837914384279215,0.23757697930491592,2.8294366952995342,0.15746278184652096,0.3202888354371921,0.05520811595968795,0.7238306838962528
0.12644698682529257,0.2830604301364943,0.24131117597930138,2.9016208582774756,0.15705458502588132,0.31978925107758627,0.0576573278946875,0.8020029218129425
0.12569507874610872,0.2822898706896551,0.24582268647269326,2.9592007227749177,0.15737387373960898,0.32033778094211823,0.05574156586030484,0.7751492539173782
0.12486360102511,0.281214254819205,0.250811615431646,3.054154117618343,0.15730037161570581,0.3201993688423645,0.05618257123943071,0.7843794990756374
0.12408818477002138,0.28022557695761496,0.25546417605670785,3.1145394465162677,0.1576724239748499,0.32077501539408865,0.053950222904242826,0.7309178142171562
0.12344533823812787,0.27954375299329504,0.259321304860284,3.1990804497688563,0.15762677722588903,0.3206459398091133,0.05422411629330728,0.7326069235565
0.12265208059493607,0.27848966415229887,0.26408090328129225,3.306585386794725,0.15756097275967906,0.3206170335591133,0.05461894863222426,0.7358066972860066
0.12201197728743864,0.2776594662954981,0.26792156028944897,3.37653004133878,0.15742672989147166,0.32025636545566505,0.05542441960158108,0.748919282605018
0.12115911779036832,0.27671656489463603,0.2730387388844789,3.4831001663931116,0.157679615595174,0.3208179495073892,0.05390707956490795,0.7493599724959082
0.12029380746752275,0.2755415604046935,0.2782306586366337,3.60090825994358,0.15741659310777784,0.32057000846674877,0.055485241473989116,0.7955153072978635
0.1193010204638485,0.2743412887631705,0.284187448042139,3.689958254901453,0.15790586017356834,0.3213781134544335,0.052549589136114024,0.7559953164681456
0.11831667074643423,0.2731012347341954,0.29009359617276065,3.7867125277559763,0.1584756368390163,0.3219237838669951,0.04913087257551057,0.7127373404838537
0.1173436324748189,0.271902496408046,0.2959318781569271,3.9009347462474397,0.15871759951316194,0.3224988800800493,0.047679081748833986,0.7102206496803245
0.11630650193769082,0.27037753307590995,0.3021547351416577,4.047777780965334,0.15902836429629771,0.322757881773399,0.0458144748792174,0.6695169986279387
0.11546324137743953,0.2693401677741858,0.307214319858677,4.189978259601028,0.15898151925223214,0.3227364801416256,0.04609554673197207,0.7014326531860283
0.11448013407997336,0.2680505215816571,0.31311300830594335,4.336046220373904,0.15911122995160484,0.3229005657327586,0.04531726859934243,0.6925906251395819
